domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.huffingtonpost.fr,0.0500738308120451,0.12147940798825858,0.20552124026766885,0.1053662056784911,175.0
www.franceinfo.fr,0.07838678233017855,0.10927413222464906,0.21100393038128887,0.47018175266226037,159.0
www.20minutes.fr,0.09751651463615749,0.12322037732853604,0.26637911513090085,0.4462563907573818,140.0
www.bfmtv.com,0.06968842342021554,0.13606347188441334,0.18107715063821744,0.1796746821417012,118.0
www.lalibre.be,0.100202858878211,0.11403684680448077,0.24406869695249978,0.4313788599575989,71.0
www.courrierinternational.com,0.08046854338931804,0.10691940328965666,0.1963104792312539,0.09678537551411007,71.0
www.ledauphine.com,0.0838360824998756,0.1392712409950743,0.2485358635617256,0.5839979049020471,58.0
www.lexpress.fr,0.07817455069085504,0.13804383726813618,0.24903685324337496,0.4389773465913448,46.0
www.challenges.fr,0.08909645490011343,0.12400871657415333,0.25393640032054665,0.44144496443498765,41.0
www.nouvelobs.com,0.11589610647289218,0.10845802238346755,0.19443853071531644,0.08790430429771534,35.0
www.dhnet.be,0.11990129404645533,0.1142923220681637,0.2106525974025974,0.13823908111290842,31.0
www.mediapart.fr,0.1845382154882155,0.08406851230241945,0.16357319624819625,0.05756099178204714,30.0
www.lavenir.net,0.13448809096886022,0.14787556003861207,0.27919710631249095,0.513260790439984,26.0
www.presse-citron.net,0.06693711465302375,0.11327790036721457,0.18668521251475798,0.07160165586406221,22.0
www.begeek.fr,0.07719919115971748,0.12255897149206718,0.2594432577656262,0.11235898873878487,19.0
www.slate.fr,0.06640994531784006,0.12880536872283058,0.15142532467532469,0.07846932380551724,19.0
atlantico.fr,0.12486456444789779,0.11732502272190434,0.21519638694638696,0.13936136645837433,18.0
www.telerama.fr,0.12066815476190478,0.14093951396353474,0.2562393353174603,0.16458741813147937,16.0
www.sofoot.com,0.12081639194139196,0.17979872250953435,0.18410989010989012,0.13578436423017776,13.0
www.frandroid.com,0.05678163503163503,0.13244186633794067,0.12852106227106228,0.0938355510936162,11.0
www.lesnumeriques.com,0.19884656084656088,0.1663876151837992,0.2532804232804233,0.1297965237665655,9.0
www.lesinrocks.com,0.04055448717948717,0.2722580261190308,0.2341826923076923,0.17277285646196638,8.0
rmcsport.bfmtv.com,0.1026733500417711,0.1238624241112431,0.15729949874686716,0.11278867287148565,8.0
www.numerama.com,0.11585863095238096,0.042783360731937746,0.1990029761904762,0.09302801166968698,8.0
www.journaldugeek.com,0.16124404761904765,0.1054977110997917,0.1877827380952381,0.07464289613372241,8.0
www.legorafi.fr,0.11606150793650793,0.1605460248673821,0.1550727513227513,0.05790785558444711,6.0
www.zdnet.fr,0.07369444444444444,0.03360694648211663,0.13624999999999998,0.08783783985908983,6.0
www.estrepublicain.fr,0.15727777777777777,0.09263017152768681,0.24576984126984128,0.060168775598870836,6.0
theconversation.com,0.018333333333333333,0.16950712866032114,0.15566666666666668,0.1341205925029163,5.0
dailygeekshow.com,0.1859626984126984,0.2739976459741399,0.35664285714285715,0.1725405486536577,5.0
www.fredzone.org,-0.002619047619047632,0.2818852551166063,0.17761904761904762,0.15315650851261017,5.0
www.journaldunet.com,0.018109523809523805,0.16927281579686815,0.1478095238095238,0.06315280392817829,5.0
www.fark.com,0.05,0.1118033988749895,0.07999999999999999,0.17888543819998315,5.0
www.generation-nt.com,0.05462500000000001,0.12842207429669816,0.20666666666666667,0.08151346173758321,4.0
www.macg.co,-0.031666666666666676,0.33355409356404747,0.3833333333333333,0.30138568866708537,3.0
www.voltairenet.org,0.1124001924001924,0.08562879180323077,0.0947089947089947,0.08312268665271332,3.0
fr.sputniknews.africa,-0.08,0.12999999999999998,0.15555555555555556,0.1436946350708618,3.0
france3-regions.franceinfo.fr,0.16276190476190477,0.11296029041607655,0.19063492063492068,0.11639943479354613,3.0
www.prnewswire.com,0.06761904761904762,0.021444438569900387,0.04404761904761905,0.05464207904830386,3.0
www.opinion-internationale.com,0.027350427350427347,0.10662916418313537,0.1596153846153846,0.08255803051409875,3.0
www.gameblog.fr,0.2365185185185185,0.22405205891238902,0.26037037037037036,0.31909658999252244,3.0
www.camer.be,0.17375000000000002,0.19622213177926692,4.475,5.868986283848344,2.0
iphoneaddict.fr,0.06409090909090909,0.09063823286118472,0.07500000000000001,0.03535533905932738,2.0
www.rtbf.be,0.07678571428571429,0.011616754262350426,0.06190476190476191,0.006734350297014734,2.0
www.konbini.com,0.26166666666666666,0.17206265008872654,0.1875,0.15909902576697318,2.0
www.gamekult.com,0.18388888888888888,0.10449466877534536,0.09523809523809523,0.016835875742536845,2.0
basta.media,0.0,1.0,0.0,1.0,1.0
next.ink,0.0,1.0,0.0,1.0,1.0
www.lejournaldesentreprises.com,0.0,1.0,0.0,1.0,1.0
mmajunkie.usatoday.com,0.0,1.0,0.0,1.0,1.0
lessurligneurs.eu,0.0,1.0,0.0,1.0,1.0
la1ere.franceinfo.fr,0.0,1.0,0.0,1.0,1.0
www.caradisiac.com,0.0,1.0,0.0,1.0,1.0
www.cinemablend.com,0.0,1.0,0.0,1.0,1.0
www.jeuneafrique.com,0.0,1.0,0.0,1.0,1.0
www.futura-sciences.com,0.0,1.0,0.0,1.0,1.0
www.globenewswire.com,0.0,1.0,0.0,1.0,1.0
